year,msa code,msa name,closest MSA in hours,Total,working age,Percent,Top 20 grad,Ugrads to top,House,% Commute,Viol Crime,Patent/,Kauffman,Site ,total sq feet,underused,acres,,Top 50 grad,gov't at Univ
,,,,population,population,College grad,programs,20 /year,Price,<30 minutes,Per 1000,1000 work,,Selection,,square feet,land,,programs,R&D per cap
,,,,,,,,,,,,,,,,,,,,
2016,30340,"Lewiston-Auburn, ME",1.5 to bangor,107319,56871,0.22,0,10.5,179940,0.66,1.416338205,0.054922994,0,1,7220,0,0,,0,28
,,,,,,,,,,,,,,,,,,,,
2016,13020,"Bay City, MI",<0.5 to saginaw; <.5 to midland,104747,55058,0.18,0,0,126378,0.72,2.892684221,0.226102829,0,0,59879,0,0,,0,15
2016,33220,"Midland, MI",1 to flint,83462,44042,0.34,0,0,165076,0.73,,1.679219246,0,0,,,,,0,0
2016,40980,"Saginaw, MI",,192326,96156,0.23,0,1.1,120226,0.75,6.714293957,0.292508543,0,1,361813,0,18,,0,0
2016,22420,"Flint, MI",,408615,211429,0.2,0,4.1,144033,0.66,6.608354568,0.349057704,0,0,233181,0,21,,0,32
,,,,,,,,,,,,,,,,,,,,
2016,14020,"Bloomington, IN",1 to Indy,166336,76362,0.39,10,43.5,187254,0.81,2.469809294,0.87355423,0,0,7445,0,0,,23,6037
2016,26900,"Indianapolis-Carmel-Anderson, IN",,2001737,1065974,0.34,0,18.9,196579,0.65,6.110293388,0.419177145,1,1,7477605,0,34424,,4,1
2016,29200,"Lafayette-West Lafayette, IN",1 to indy,217439,97816,0.34,18,70.1,176784,0.8,,0.917461038,0,0,,,,,27,5044
2016,18020,"Columbus, IN",0.75 to indy; <1 to bloomington,81402,41929,0.33,0,0,221572,0.81,1.081054568,0.82825464,0,0,17939,0,0,,0,0
,,,,,,,,,,,,,,,,,,,,
2016,14540,"Bowling Green, KY",2 to louisville; 1.25 to nashville,174560,85572,0.26,0,5.9,179739,0.73,1.71860683,0.116510935,0,1,184921,22094,0,,0,365
2016,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",,1865535,1013187,0.34,3,35.5,275377,0.57,5.803697109,0.158466026,1,0,3260762,589,506,,15,650
,,,,,,,,,,,,,,,,,,,,
2016,15500,"Burlington, NC",0.5 to greensboro; 45 to durham; 1 to winston salem,159688,81877,0.22,0,2.3,177454,0.67,3.619558096,0.14663811,0,0,0,0,0,,0,3
2016,24660,"Greensboro-High Point, NC",0.5 to winston salem; <1 to durham,756139,394669,0.28,0,14.3,179018,0.73,3.16525507,0.2629278,0,1,501177,23926,0,,2,138
2016,49180,"Winston-Salem, NC",,662079,343028,0.26,1,16.7,186393,0.71,3.965058327,0.25566721,0,0,504337,0,0,,5,699
2016,20500,"Durham-Chapel Hill, NC",,559535,298782,0.47,30,128,266222,0.67,4.13700676,1.30733943,0,0,2330131,5586,401,,62,3844
,,,,,,,,,,,,,,,,,,,,
2016,16020,"Cape Girardeau, MO-IL","1 to carbondale, il; 2 to st louis",94806,46730,0.27,0,2.4,174391,0.76,4.124211311,0.102589361,0,0,245688,0,0,,0,1
2016,16060,"Carbondale-Marion, IL","1 to cape giradeau, mo; 1.75 to st louis",126430,63337,0.3,0,7.4,146276,0.76,,0.143605471,0,0,,,,,1,2498
,,,,,,,,,,,,,,,,,,,,
2016,25420,"Harrisburg-Carlisle, PA",,568033,301411,0.33,0,14.5,210512,0.72,2.353736401,0.402664304,0,0,22150858,0,2754,,0,7
2016,16540,"Chambersburg-Waynesboro, PA",1 hr to harrisburg,153851,77381,0.22,0,0.1,208401,0.69,,0.05827257,0,0,,,,,0,0
2016,29540,"Lancaster, PA",<1 to harrisburg,538500,269075,0.25,0,18.1,239890,0.69,1.626740932,0.358142048,0,0,13998,1000,6,,0,16
2016,30140,"Lebanon, PA",0.75 to harrisburg,138863,68504,0.21,0,2.8,188409,0.68,1.505080581,0.224045187,0,0,4716006,14331,17615,,0,0
2016,39740,"Reading, PA","1.25 to harrisburg, 1 to allentown",414812,212252,0.25,0,2.3,206982,0.69,3.268950701,0.207219318,0,0,89022,0,0,,0,0
2016,49620,"York-Hanover, PA",0.75 to lancaster,443744,234010,0.24,0,2,193319,0.63,2.037210703,0.321280837,0,0,40598,0,1,,0,0
,,,,,,,,,,,,,,,,,,,,
2016,26580,"Huntington-Ashland, WV-KY-OH",,359588,183745,0.2,0,2.7,177125,0.69,2.211584806,0.078453436,0,0,1626933,8498,397,,0,167
2016,16620,"Charleston, WV","<1 to huntington, WV",219579,117115,0.23,0,0.5,155006,0.75,5.068006992,0.127787963,0,0,1065734,0,280,,0,40
,,,,,,,,,,,,,,,,,,,,
2016,17300,"Clarksville, TN-KY",<1 to nashville,282075,144112,0.23,0,1.6,171725,0.68,4.516529083,0.026373904,0,0,17004834,0,105428,,0,5
2016,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",,1865535,1013187,0.34,3,35.5,275377,0.57,5.803697109,0.158466026,1,0,3260762,589,506,,15,650
,,,,,,,,,,,,,,,,,,,,
2016,17660,"Coeur d'Alene, ID",0.75 to spokane,154311,78089,0.26,0,0,278747,0.7,2.650491476,0.246765643,0,0,215690,0,238,,0,0
2016,44060,"Spokane-Spokane Valley, WA",,556264,289531,0.3,0,10.2,238538,0.73,3.093854666,0.253386289,0,0,5298878,0,77919,,0,18
,,,,,,,,,,,,,,,,,,,,
2016,47380,"Waco, TX",,264869,123877,0.21,0,9.9,165333,0.8,3.752798557,0.084288649,0,0,1233015,184227,970,,1,90
2016,17780,"College Station-Bryan, TX",1.5 to waco; 1.75 to houston,254716,113895,0.35,13,61.9,216364,0.86,2.759936571,0.420909047,0,0,216417,2444,457,,30,7022
,,,,,,,,,,,,,,,,,,,,
2016,17860,"Columbia, MO",2 hours to kc; 0.5 to jeff city,176594,85292,0.44,3,26.3,203254,0.85,3.35232234,0.31986922,0,0,105264,11950,11,,13,1959
2016,27620,"Jefferson City, MO",0.5 to columbia,148915,78292,0.27,0,1.1,171311,0.74,2.410771132,0.01396964,0,0,860059,2034,52,,0,116
,,,,,,,,,,,,,,,,,,,,
2016,41420,"Salem, OR",,418139,206919,0.24,0,6.8,257664,0.68,2.277407169,0.147644117,0,0,352928,5976,398,,0,8
2016,18700,"Corvallis, OR",0.75 to salem,89385,40213,0.54,4,22.8,317705,0.83,1.241819143,2.450050592,0,0,376409,30880,507,,16,5398
2016,21660,"Eugene, OR",,369519,185066,0.29,0,22.3,261652,0.8,2.247885466,0.276688963,0,0,699244,13105,532,,7,529
,,,,,,,,,,,,,,,,,,,,
2016,18880,"Crestview-Fort Walton Beach-Destin, FL",1 to pennsacola,267059,140573,0.3,0,0,272466,0.65,3.800658226,0.090437166,0,0,16122088,0,330222,,0,0
2016,37860,"Pensacola-Ferry Pass-Brent, FL",1 to mobile,485684,253046,0.27,0,2.7,193558,0.68,4.916777134,0.110468939,0,0,11715072,7417,15958,,0,19
,,,,,,,,,,,,,,,,,,,,
2016,19300,"Daphne-Fairhope-Foley, AL",<0.5 to mobile,208563,106366,0.3,0,0,240358,0.56,,0.075886182,0,0,,,,,0,0
2016,33660,"Mobile, AL",,414836,214918,0.24,0,3.1,156789,0.64,5.112513065,0.080910884,0,0,599277,0,4,,0,186
,,,,,,,,,,,,,,,,,,,,
2016,19460,"Decatur, AL",,152256,79433,0.18,0,0,137905,0.63,1.706551552,0.112874351,0,1,49146,0,0,,0,0
2016,26620,"Huntsville, AL",0.5 to decatur,449720,242860,0.37,0,6.5,217050,0.71,4.675434589,0.622597158,0,0,15883976,22233,31252,,1,373
,,,,,,,,,,,,,,,,,,,,
2016,19660,"Deltona-Daytona Beach-Ormond Beach, FL",1  to orlando,637674,313975,0.24,0,2.6,203578,0.61,3.8248384,0.161826655,0,0,55457,2705,1,,0,48
2016,36740,"Orlando-Kissimmee-Sanford, FL",,2441257,1313084,0.31,2,13.4,244720,0.54,5.026918411,0.25256291,1,0,3294486,0,717,,4,105
,,,,,,,,,,,,,,,,,,,,
2016,10900,"Allentown-Bethlehem-Easton, PA-NJ",1.5 to bloomsberg,835652,437495,0.28,0,31.5,229476,0.63,1.833299041,0.535722315,0,0,127956,187.5,0,,4,173
2016,20700,"East Stroudsburg, PA",1 hr to wilkes-barre; <1 hr to allentown,166098,86399,0.26,0,2.4,178574,0.5,,0.116078444,0,0,,,,,0,1
2016,42540,"Scranton--Wilkes-Barre--Hazleton, PA",1.25 to allentown; 1 to east stroudsburg,555225,287162,0.24,0,9.6,160031,0.73,2.299968481,0.127839625,0,0,2317461,0,188,,0,3
,,,,,,,,,,,,,,,,,,,,
2016,20740,"Eau Claire, WI",nothing,166614,82218,0.26,0,7.5,192010,0.8,1.308413506,0.343392551,0,0,70120,0,0,,0,18
2016,29100,"La Crosse-Onalaska, WI-MN","1.75 to eau claire; 1.25 to rocheester, MN",136936,66750,0.35,0,7.5,188013,0.82,1.153823733,0.224603325,0,0,71915,0,73,,0,48
,,,,,,,,,,,,,,,,,,,,
2016,21060,"Elizabethtown-Fort Knox, KY",0.75 to louisville,150447,79163,0.22,0,0,178989,0.69,1.415781021,0.056045163,0,0,14962,0,56,,0,0
2016,31140,"Louisville/Jefferson County, KY-IN",,1283297,687924,0.28,1,6.7,203597,0.66,3.895095587,0.204045281,0,0,17200762,0,128407,,2,17
,,,,,,,,,,,,,,,,,,,,
2016,21300,"Elmira, NY",1 to binghamton,86322,44573,0.27,0,0.9,137898,0.79,1.911447883,1.124622941,0,0,22524,0,5,,0,0
2016,13780,"Binghamton, NY", ,244094,120079,0.29,0,17.3,137577,0.81,2.628085852,0.517841458,0,0,102624,0,4,,3,570
,,,,,,,,,,,,,,,,,,,,
2016,21420,"Enid, OK",1.5 to ok city,62603,31071,0.22,0,0,134969,0.87,,0.037492905,0,0,,,,,0,0
2016,36420,"Oklahoma City, OK",,1373211,711902,0.3,0,18.5,191735,0.71,4.535667419,0.139511958,0,0,23855920,27205,8919,,4,358
,,,,,,,,,,,,,,,,,,,,
2016,21500,"Erie, PA",2 to buffalo or cleveland,276207,142947,0.28,0,8.6,163503,0.8,2.309861898,0.330098778,0,0,469645,0,20,,0,9
2016,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",nothing,1132804,599076,0.32,2,25.3,171693,0.74,4.328727722,0.296772271,0,0,3155323,0,835,,11,638
,,,,,,,,,,,,,,,,,,,,
2016,22020,"Fargo, ND-MN",1.5 to grand forks,238124,120606,0.39,0,13.5,230780,0.88,2.423107386,0.440714866,0,0,1283522,4246,418,,1,1026
2016,24220,"Grand Forks, ND-MN",1.25 to Fargo,102743,48927,0.3,1,4.2,193200,0.86,2.114012718,0.284467727,0,0,3355833,0,5464,,2,1406
,,,,,,,,,,,,,,,,,,,,
2016,24860,"Greenville-Anderson-Mauldin, SC",0.75 to spartanburg,884975,455763,0.29,2,30.5,198065,0.69,5.235422611,0.70077306,0,1,205651,0,2,,7,431
2016,43900,"Spartanburg, SC",,329136,169131,0.21,0,1.6,156098,0.71,3.839897394,0.222983062,0,0,68529,0,4,,0,0
,,,,,,,,,,,,,,,,,,,,
2016,25060,"Gulfport-Biloxi-Pascagoula, MS",1 hour to mobile,391266,203053,0.22,0,0,172309,0.7,1.94752419,0.066486157,0,0,16233467,402210,26907,,0,0
2016,33660,"Mobile, AL",,414836,214918,0.24,0,3.1,156789,0.64,5.112513065,0.080910884,0,0,599277,0,4,,0,186
,,,,,,,,,,,,,,,,,,,,
2016,25220,"Hammond, LA",0.75 to baton rouge,130710,65833,0.2,0,1.2,189827,0.54,,0.064603657,0,0,,,,,0,35
2016,12940,"Baton Rouge, LA",1.75 to laffayette; 1.75 to NO,835175,433689,0.27,3,22.1,209586,0.64,5.066962242,0.109516859,0,1,562423,31620,535,,13,1009
,,,,,,,,,,,,,,,,,,,,
2016,25620,"Hattiesburg, MS",1.75 to mobile,148803,75006,0.29,0,4.1,165419,0.73,0.806435347,0.073646516,0,0,263493,0,8518,,4,711
2016,33660,"Mobile, AL",,414836,214918,0.24,0,3.1,156789,0.64,5.112513065,0.080910884,0,0,599277,0,4,,0,186
,,,,,,,,,,,,,,,,,,,,
2016,25860,"Hickory-Lenoir-Morganton, NC",1 hour to charlotte,364187,190958,0.17,0,1.3,162081,0.72,1.924835324,0.286621869,0,0,14006,0,0,,0,0
2016,16740,"Charlotte-Concord-Gastonia, NC-SC",,2474314,1340349,0.34,0,22.1,251947,0.59,3.732384443,0.261365473,1,0,2542361,3000,330,,2,30
,,,,,,,,,,,,,,,,,,,,
2016,26820,"Idaho Falls, ID",<1 to pocatello,143776,67997,0.31,0,0,192225,0.8,1.488426447,0.509046257,0,0,227544,1600,1709,,0,0
2016,38540,"Pocatello, ID",,84377,41967,0.28,0,2.7,158756,0.86,2.216243744,0.186229795,0,0,83732,0,9,,0,533
,,,,,,,,,,,,,,,,,,,,
2016,27100,"Jackson, MI",0.75 to ann arbor; 0.75 to lansing,158460,83342,0.22,0,0.5,171789,0.7,4.148681164,0.221972302,0,0,3914,0,0,,0,3
2016,11460,"Ann Arbor, MI",1 to detroit,364709,179858,0.55,28,138.6,288524,0.68,2.815943718,2.502851486,0,0,1499623,0,55,,48,6645
2016,29620,"Lansing-East Lansing, MI",,475099,234429,0.34,12,60.5,165110,0.78,4.077868938,0.228951931,0,0,341352,0,50,,33,1830
,,,,,,,,,,,,,,,,,,,,
2016,29740,"Las Cruces, NM",0.75 to el paso,214207,97694,0.26,0,9.2,165744,0.78,2.852380991,0.100093864,0,0,7617671,4405,2736244,,2,1682
2016,21340,"El Paso, TX",,842114,412482,0.22,0,5.6,142978,0.7,3.632524729,0.051212586,0,0,26585094,0,358682,,0,199
,,,,,,,,,,,,,,,,,,,,
2016,28140,"Kansas City, MO-KS",,2104115,1117866,0.37,1,6.9,217714,0.68,4.747363091,0.426915675,1,0,21021482,1841434.25,7197,,2,27
2016,29940,"Lawrence, KS",0.75 to KC; 0.5 to topeka; 1.25 to manhattan,119440,55807,0.52,1,25.5,231876,0.73,2.160460949,0.439954519,0,0,390637,0,320,,7,3999
2016,31740,"Manhattan, KS",,97004,42412,0.43,4,20.3,217102,0.87,2.422580481,0.265599251,0,0,12712090,0,78138,,9,3524
2016,45820,"Topeka, KS",,233068,117666,0.28,0,0.7,159330,0.78,3.728700161,0.039264429,0,0,1866718,10769,336,,0,1
,,,,,,,,,,,,,,,,,,,,
2016,27500,"Janesville-Beloit, WI",0.75 to madison,161620,83760,0.22,0,6.1,165506,0.71,2.307882786,0.424464762,0,0,3806,0,0,,0,6
2016,31540,"Madison, WI",1.25 to milwaukee,648929,341433,0.47,28,136.4,281753,0.74,1.98429513,0.807014883,0,0,2541960,12773,463,,57,2875
2016,33340,"Milwaukee-Waukesha-West Allis, WI",,1572482,832401,0.35,2,24.6,240473,0.7,6.347290516,0.475675911,1,0,3235609,188548,322,,2,348
,,,,,,,,,,,,,,,,,,,,
2016,27740,"Johnson City, TN",1.5 to knoxville,200449,102176,0.26,0,3.2,175632,0.72,2.903481722,0.144412458,0,0,897046,0,188,,0,107
2016,28940,"Knoxville, TN",nothing,869076,448270,0.29,2,24,210762,0.69,3.695879221,0.349138677,0,0,9060753,1360330,36032,,10,771
,,,,,,,,,,,,,,,,,,,,
2016,27860,"Jonesboro, AR",1.25 to memphis,129858,65251,0.21,0,1.7,146593,0.85,3.935067654,0.123579971,0,0,5424,0,0,,0,208
2016,32820,"Memphis, TN-MS-AR",,1346437,704503,0.27,0,7.5,177757,0.65,10.31954956,0.249590963,0,0,7137691,0,2771,,1,73
,,,,,,,,,,,,,,,,,,,,
2016,27900,"Joplin, MO",1.25 to springfield,177805,89213,0.2,0,0.7,150143,0.84,3.247173309,0.197409004,0,1,201257,6503,4368,,0,0
2016,44180,"Springfield, MO",nothing,456434,224880,0.27,0,7.2,173193,0.73,5.318303585,0.080552496,0,0,225032,1864,294,,0,40
,,,,,,,,,,,,,,,,,,,,
2016,29180,"Lafayette, LA",1.25 from lake chrales,491528,256942,0.23,2,2.6,188952,0.69,4.124873638,0.241826937,0,0,513604,0,64,,2,282
2016,29340,"Lake Charles, LA",,207432,108095,0.2,0,0.8,175198,0.79,5.537849903,0.064885817,0,0,153576,0,698,,0,11
,,,,,,,,,,,,,,,,,,,,
2016,29460,"Lakeland-Winter Haven, FL",,666149,327597,0.2,0,0.9,159879,0.65,3.314573765,0.086710751,0,0,81416,32076,2,,0,0
2016,45300,"Tampa-St. Petersburg-Clearwater, FL",,3032171,1594442,0.29,1,17,227918,0.59,3.574996233,0.241720125,1,0,9615331,0,5952,,4,267
2016,36740,"Orlando-Kissimmee-Sanford, FL",,2441257,1313084,0.31,2,13.4,244720,0.54,5.026918411,0.25256291,1,0,3294486,0,717,,4,105
,,,,,,,,,,,,,,,,,,,,
2016,30700,"Lincoln, NE",1 to omaha,326591,159037,0.4,4,28.1,207597,0.82,2.921084881,0.341816604,0,1,1546638,3449,330,,12,2150
2016,36540,"Omaha-Council Bluffs, NE-IA",,924495,483640,0.35,0,8.3,201646,0.78,3.563583612,0.170609251,0,1,8320861,628,5228,,0,61
,,,,,,,,,,,,,,,,,,,,
2016,30860,"Logan, UT-ID",<1 to ogden; 1.25 to salt lake,135439,56214,0.37,2,14,233751,0.85,0.524221241,0.722033918,0,0,138459,0,334,,2,2653
2016,36260,"Ogden-Clearfield, UT",0.75 to salt lake; <1 to logan,656061,320874,0.3,0,2.4,267428,0.71,1.53164804,0.366434067,0,0,15115065,0,29032,,0,3
2016,41620,"Salt Lake City, UT",,1186187,618788,0.33,2,30.7,310625,0.71,3.349387646,0.584100008,0,0,10423180,0,64998,,12,700
,,,,,,,,,,,,,,,,,,,,
2016,30980,"Longview, TX",1 to shreveport,217446,109999,0.2,0,0.8,156984,0.7,3.830836058,0.143687621,0,0,15393,0,0,,0,10
2016,43340,"Shreveport-Bossier City, LA",,441767,227734,0.22,0,2.2,186422,0.77,5.197281361,0.106107153,0,0,6154359,0,305,,0,0
,,,,,,,,,,,,,,,,,,,,
2016,31340,"Lynchburg, VA",1.25 to charlottesville,261167,125505,0.27,0,4.2,197672,0.7,2.311561346,0.191106051,0,0,190925,2913,352,,0,1
2016,16820,"Charlottesville, VA",,229467,116995,0.45,4,63.9,332483,0.65,1.616790175,0.429778785,0,0,278108,1587,5,,21,5993
,,,,,,,,,,,,,,,,,,,,
2016,31420,"Macon-Bibb County, GA",0.5 from warner robins,226998,117019,0.24,0,3.6,152741,0.71,4.041062355,0.083875455,0,0,313196,0,1164,,0,317
2016,47580,"Warner Robins, GA",0.5 to macon,189753,100601,0.27,0,1.2,152740,0.73,3.288485527,0.038943131,0,0,13693744,0,6784,,0,100
,,,,,,,,,,,,,,,,,,,,
2016,35100,"New Bern, NC","1 hr to greenville, nc",124635,59188,0.24,0,0,193158,0.73,,0.150685325,0,0,,,,,0,0
2016,24780,"Greenville, NC",nothing,177220,85601,0.32,0,4.2,158175,0.78,4.062747002,0.148516834,0,0,83985,0,0,,0,305
2016,40580,"Rocky Mount, NC",0.75 to greenville; ,147323,75821,0.17,0,0.4,146855,0.72,4.564491272,0.087063871,0,0,19077,0,0,,0,0
,,,,,,,,,,,,,,,,,,,,
2016,35660,"Niles-Benton Harbor, MI",<0.5 to south bend,154010,78626,0.28,0,1.7,194327,0.8,3.931562901,0.782826126,0,0,10524,4320,0,,0,8
2016,43780,"South Bend-Mishawaka, IN-MI",,320740,161067,0.26,1,39.5,158223,0.75,3.16143918,0.339295328,0,0,254195,0,1,,7,753
,,,,,,,,,,,,,,,,,,,,
2016,21780,"Evansville, IN-KY",0.75 to owensboro,315948,164439,0.25,0,4.5,161322,0.75,3.016319036,0.281217277,0,0,86800,1429,0,,0,1
2016,36980,"Owensboro, KY",,119706,59855,0.21,0,1,169878,0.78,1.261423826,0.116282478,0,1,55926,0,0,,0,0
,,,,,,,,,,,,,,,,,,,,
2016,37860,"Pensacola-Ferry Pass-Brent, FL",1 to mobile,485684,253046,0.27,0,2.7,193558,0.68,4.916777134,0.110468939,0,0,11715072,7417,15958,,0,19
2016,33660,"Mobile, AL",,414836,214918,0.24,0,3.1,156789,0.64,5.112513065,0.080910884,0,0,599277,0,4,,0,186
,,,,,,,,,,,,,,,,,,,,
2016,39340,"Provo-Orem, UT",,602543,251421,0.38,0,72.5,313141,0.75,0.707003474,0.933484852,0,0,159384,2304,6,,0,122
2016,41620,"Salt Lake City, UT",,1186187,618788,0.33,2,30.7,310625,0.71,3.349387646,0.584100008,0,0,10423180,0,64998,,12,700
,,,,,,,,,,,,,,,,,,,,
2016,39540,"Racine, WI",0.75 to milwaukee,195140,101878,0.23,0,0,202808,0.64,1.998565078,0.435882211,0,0,2685,0,0,,0,0
2016,33340,"Milwaukee-Waukesha-West Allis, WI",,1572482,832401,0.35,2,24.6,240473,0.7,6.347290516,0.475675911,1,0,3235609,188548,322,,2,348
,,,,,,,,,,,,,,,,,,,,
2016,40340,"Rochester, MN",1.25 to minny,215884,111703,0.37,0,0,228343,0.78,1.394267321,2.042996883,0,0,23899,0,54,,0,0
2016,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",,3551036,1931380,0.41,18,117,280403,0.63,2.569817066,1.091555357,1,0,6744862,1808,1976,,40,453
,,,,,,,,,,,,,,,,,,,,
2016,40660,"Rome, GA",1.25 to atlanta,96560,48225,0.24,0,3.3,155631,0.72,3.46934557,0.057848226,0,0,0,0,0,,0,0
